Automated__c,CASESAFE__c,Contract_Renewal__c,CreatedById,CreatedDate,DP_ASO__c,DP_Ext_War__c,DP_Prem_1Yr__c,DP_Prem_3Yr__c,DP_Prem_5Yr_Plus__c,DP_Prem_5Yr__c,Description,DisplayUrl,ExternalDataSourceId,External_Key__c,Family,Id,IsActive,IsArchived,IsDeleted,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,MDS_304_3S_1YR__c,MDS_304_3S_3YR__c,MDS_304_3S_5YR__c,MDS_304_FSC_1YR__c,MDS_304_FSC_3YR__c,MDS_304_FSC_5YR__c,Manufacturer__c,Manufacturer_search__c,Mark_Up__c,Name,OL_Support_Premium__c,OL_Suppt_Stan__c,P_SUPPT_STAN__c,ProductCode,Product_Category__c,QuantityUnitOfMeasure,Quantity_is_term__c,StockKeepingUnit,Support__c,SystemModstamp,Term__c,WMS_Support__c,X1YR_OM_SO_WARRANTY__c,X2YR_OM_SO_WARRANTY__c,X3YR_OM_SO_WARRANTY__c
False,01t3z00000CV5l5AAD,Yes,005N1000006UI0rIAG,,,,,,,,Weather (2 day forecast) - 101+ screens - Annual licence,,,1YR-WEATHER-100+,,01t3z00000CV5l5AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-WEATHER-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5l6AAD,Yes,005N1000006UI0rIAG,,,,,,,,Weather Pro (Up to 10 day forecast)- Basic 1 Screen - Annual licence,,,1YR-WEATHER-PRO-01,,01t3z00000CV5l6AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-WEATHER-PRO-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5l7AAD,Yes,005N1000006UI0rIAG,,,,,,,,Weather Pro (Up to 10 day forecast) - Up to 10 screens - Annual licence,,,1YR-WEATHER-PRO-10,,01t3z00000CV5l7AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-WEATHER-PRO-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5l8AAD,Yes,005N1000006UI0rIAG,,,,,,,,Weather Pro (Up to 10 day forecast)- Up to 100 screens - Annual licence,,,1YR-WEATHER-PRO-100,,01t3z00000CV5l8AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-WEATHER-PRO-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5l9AAD,Yes,005N1000006UI0rIAG,,,,,,,,Weather Pro (Up to 10 day forecast) - 101+ screens - Annual licence,,,1YR-WEATHER-PRO-100+,,01t3z00000CV5l9AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-WEATHER-PRO-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lAAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube status - 1 Screen - Annual Licence,,,1YR-TUBE-STS-01,,01t3z00000CV5lAAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-STS-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lBAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube status - Up to 10 screens- Annual licence,,,1YR-TUBE-STS-10,,01t3z00000CV5lBAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-STS-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lCAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube status - Up to 100 screens - Annual licence,,,1YR-TUBE-STS-100,,01t3z00000CV5lCAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-STS-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lDAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube status - 101+ screens - Annual licence,,,1YR-TUBE-STS-100+,,01t3z00000CV5lDAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-STS-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lEAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube departures - Limited to 3 stations per subscription - 1 Screen - Annual Licence,,,1YR-TUBE-DEP-01,,01t3z00000CV5lEAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-DEP-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lFAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube departures - Limited to 3 stations per subscription  - Up to 10 screens- Annual licence,,,1YR-TUBE-DEP-10,,01t3z00000CV5lFAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-DEP-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lGAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube departures - Limited to 3 stations per subscription  - Up to 100 screens - Annual licence,,,1YR-TUBE-DEP-100,,01t3z00000CV5lGAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-DEP-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lHAAT,Yes,005N1000006UI0rIAG,,,,,,,,Tube departures - Limited to 3 stations per subscription - 101+ screens - Annual licence,,,1YR-TUBE-DEP-100+,,01t3z00000CV5lHAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TUBE-DEP-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lIAAT,Yes,005N1000006UI0rIAG,,,,,,,,London Bike Availability - Limited to 5 stations per subscription - 1 Screen - Annual Licence,,,1YR-BIKE-LDN-01,,01t3z00000CV5lIAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-BIKE-LDN-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lJAAT,Yes,005N1000006UI0rIAG,,,,,,,,London Bike Availability - Limited to 5 stations per subscription - Up to 10 screens - Annual licence,,,1YR-BIKE-LDN-10,,01t3z00000CV5lJAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-BIKE-LDN-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lKAAT,Yes,005N1000006UI0rIAG,,,,,,,,London Bike Availability - Limited to 5 stations per subscription - Up to 100 screens - Annual licence,,,1YR-BIKE-LDN-100,,01t3z00000CV5lKAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-BIKE-LDN-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lLAAT,Yes,005N1000006UI0rIAG,,,,,,,,London Bike Availability - Limited to 5 stations per subscription - 101+ screens - Annual licence,,,1YR-BIKE-LDN-100+,,01t3z00000CV5lLAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-BIKE-LDN-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lMAAT,Yes,005N1000006UI0rIAG,,,,,,,,London bus arrivals -  Limited to 3 bus stops per subscription - 1 Screen - Annual licence,,,1YR-LDN-BUS-01,,01t3z00000CV5lMAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-LDN-BUS-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lNAAT,Yes,005N1000006UI0rIAG,,,,,,,,London bus arrivals - Limited to 3 bus stops per subscription - Up to 10 screens- Annual licence,,,1YR-LDN-BUS-10,,01t3z00000CV5lNAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-LDN-BUS-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lOAAT,Yes,005N1000006UI0rIAG,,,,,,,,London bus arrivals - Limited to 3 bus stops per subscription - Up to 100 screens - Annual licence,,,1YR-LDN-BUS-100,,01t3z00000CV5lOAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-LDN-BUS-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lPAAT,Yes,005N1000006UI0rIAG,,,,,,,,London bus arrivals - Limited to 3 bus stops per subscription - 101+ screens - Annual licence,,,1YR-LDN-BUS-100+,,01t3z00000CV5lPAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-LDN-BUS-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lQAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK bus arrivals - Limited to 1 bus stop per subscription - 1 Screen - Annual Licence,,,1YR-UK-BUS-01,,01t3z00000CV5lQAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-BUS-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lRAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK bus arrivals - Limited to 1 bus stop per subscription - Up to 10 screens- Annual licence,,,1YR-UK-BUS-10,,01t3z00000CV5lRAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-BUS-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lSAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK bus arrivals - Limited to 1 bus stop per subscription - Up to 100 screens - Annual licence,,,1YR-UK-BUS-100,,01t3z00000CV5lSAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-BUS-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lTAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK bus arrivals - Limited to 1 bus stop per subscription - 101+ screens - Annual licence,,,1YR-UK-BUS-100+,,01t3z00000CV5lTAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-BUS-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lUAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK tram arrivals - Limited to 1 tram stop per subscription - 1 Screen – Annual Licence (1 x Tram Stop),,,1YR-UK-TRAM-01,,01t3z00000CV5lUAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-TRAM-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lVAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK tram arrivals - Limited to 1 tram stop per subscription - Up to 10 screens – Annual Licence (1 x Tram Stop),,,1YR-UK-TRAM-10,,01t3z00000CV5lVAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-TRAM-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lWAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK tram arrivals - Limited to 1 tram stop per subscription - Up to 100 screens – Annual Licence (1 x Tram Stop),,,1YR-UK-TRAM-100,,01t3z00000CV5lWAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-TRAM-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lXAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK tram arrivals - Limited to 1 tram stop per subscription - 101+ screens  – Annual Licence (1 x Tram Stop),,,1YR-UK-TRAM-100+,,01t3z00000CV5lXAAT,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-TRAM-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5lYAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK Rail departures - Limited to 3 stations per subscription - 1 Screen - Annual Licence,,,1YR-UK-RAIL-01,,01t3z00000CV5lYAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-RAIL-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lZAAT,Yes,005N1000006UI0rIAG,,,,,,,,UK Rail departures - Limited to 3 stations per subscription - Up to 10 screens- Annual licence,,,1YR-UK-RAIL-10,,01t3z00000CV5lZAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-RAIL-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5laAAD,Yes,005N1000006UI0rIAG,,,,,,,,UK Rail departures - Limited to 3 stations per subscription - Up to 100 screens - Annual licence,,,1YR-UK-RAIL-100,,01t3z00000CV5laAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-RAIL-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lbAAD,Yes,005N1000006UI0rIAG,,,,,,,,UK Rail departures - Limited to 3 stations per subscription - 101+ screens - Annual licence,,,1YR-UK-RAIL-100+,,01t3z00000CV5lbAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-UK-RAIL-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lcAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Stock Market - (Stocks, Exchanges, Indicies, Commodities) Limited to 8 Stock markets per subscription - 1 Screen - Annual Licence",,,1YR-STK-MARK-01,,01t3z00000CV5lcAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-STK-MARK-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5ldAAD,Yes,005N1000006UI0rIAG,,,,,,,,Stock Market - Limited to 8 Stock markets per subscription - Up to 10 screens - Annual Licence,,,1YR-STK-MARK-10,,01t3z00000CV5ldAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-STK-MARK-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5leAAD,Yes,005N1000006UI0rIAG,,,,,,,,Stock Market - Limited to 8 Stock markets per subscription - Up to 100 screens - Annual Licence,,,1YR-STK-MARK-100,,01t3z00000CV5leAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-STK-MARK-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lfAAD,Yes,005N1000006UI0rIAG,,,,,,,,Stock Market - Limited to 8 Stock markets per subscription - 101+ screens - Annual Licence,,,1YR-STK-MARK-100+,,01t3z00000CV5lfAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-STK-MARK-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lgAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Share Price - Stocks, Exchanges, Indicies, Commodities, forex & Crypto, Limited to 3 Share prices per subscription - 1 Screen - Annual Licence",,,1YR-SHARE-PR-01,,01t3z00000CV5lgAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-SHARE-PR-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lhAAD,Yes,005N1000006UI0rIAG,,,,,,,,Share Price - Limited to 3 Share prices per subscription - Up to 10 screens  - Annual Licence,,,1YR-SHARE-PR-10,,01t3z00000CV5lhAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-SHARE-PR-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5liAAD,Yes,005N1000006UI0rIAG,,,,,,,,Share Price - Limited to 3 Share prices per subscription - Up to 100 screens - Annual Licence,,,1YR-SHARE-PR-100,,01t3z00000CV5liAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-SHARE-PR-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5ljAAD,Yes,005N1000006UI0rIAG,,,,,,,,Share Price - Limited to 3 Share prices per subscription - 101+ screens - Annual Licence,,,1YR-SHARE-PR-100+,,01t3z00000CV5ljAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-SHARE-PR-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lkAAD,Yes,005N1000006UI0rIAG,,,,,,,,Currency - Basic (Forex & Crypto) Limited to 8 currency prices per subscription - 1 Screen - Annual Licence,,,1YR-CURRENCY-BASIC-01,,01t3z00000CV5lkAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-CURRENCY-BASIC-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5llAAD,Yes,005N1000006UI0rIAG,,,,,,,,Currency - Basic (Forex & Crypto) Limited to 8 currency prices per subscription - Up to 10 screens  - Annual Licence,,,1YR-CURRENCY-BASIC-10,,01t3z00000CV5llAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-CURRENCY-BASIC-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lmAAD,Yes,005N1000006UI0rIAG,,,,,,,,Currency - Basic (Forex & Crypto) Limited to 8 currency prices per subscription - Up to 100 screens - Annual Licence,,,1YR-CURRENCY-BASIC-100,,01t3z00000CV5lmAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-CURRENCY-BASIC-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lnAAD,Yes,005N1000006UI0rIAG,,,,,,,,Currency - Basic (Forex & Crypto) Limited to 8 currency prices per subscription - 101+ screens - Annual Licence,,,1YR-CURRENCY-BASIC-100+,,01t3z00000CV5lnAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-CURRENCY-BASIC-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5loAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Stock Market, Share price & Currency Apps - 1 Screen - Annual Licence",,,1YR-FINANCIAL-PREM-01,,01t3z00000CV5loAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FINANCIAL-PREM-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lpAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Stock Market, Share price & Currency Apps - Up to 10 screens  - Annual Licence",,,1YR-FINANCIAL-PREM-10,,01t3z00000CV5lpAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FINANCIAL-PREM-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lqAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Stock Market, Share price & Currency Apps - Up to 100 screens - Annual Licence",,,1YR-FINANCIAL-PREM-100,,01t3z00000CV5lqAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FINANCIAL-PREM-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lrAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Stock Market, Share price & Currency Apps - 101+ screens - Annual Licence",,,1YR-FINANCIAL-PREM-100+,,01t3z00000CV5lrAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FINANCIAL-PREM-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lsAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - UK (UK Rail (3x stops), UK Bus departures (3x Stops), Weather, Traffic RSS on pre-designed layout) - 1 Screen - Annual Licence",,,1YR-TRV-DASH-UK-01,,01t3z00000CV5lsAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-UK-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5ltAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - UK (UK Rail (3x stops), UK Bus departures (3x Stops), Weather, Traffic RSS - Up to 10 screens - Annual Licence",,,1YR-TRV-DASH-UK-10,,01t3z00000CV5ltAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-UK-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5luAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - UK (UK Rail (3x stops), UK Bus departures (3x Stops), Weather, Traffic RSS - Up to 100 screens - Annual Licence",,,1YR-TRV-DASH-UK-100,,01t3z00000CV5luAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-UK-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lvAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - UK (UK Rail (3x stops), UK Bus departures (3x Stops), Weather, Traffic RSS - 101+ screens - Annual Licence",,,1YR-TRV-DASH-UK-100+,,01t3z00000CV5lvAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-UK-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lwAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - London (Tube status & Departures (3x Stops), London Bus (3x stops) & UK Rail (3x Stops) - 1 Screen - Annual Licence",,,1YR-TRV-DASH-LDN-01,,01t3z00000CV5lwAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-LDN-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lxAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - London (Tube status & Departures (3x Stops), London Bus (3x stops) & UK Rail (3x Stops) - Up to 10 screens - Annual Licence",,,1YR-TRV-DASH-LDN-10,,01t3z00000CV5lxAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-LDN-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lyAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - London (Tube status & Departures (3x Stops), London Bus (3x stops) & UK Rail (3x Stops) - Up to 100 screens - Annual Licence",,,1YR-TRV-DASH-LDN-100,,01t3z00000CV5lyAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-LDN-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5lzAAD,Yes,005N1000006UI0rIAG,,,,,,,,"Travel Dashboard - London (Tube status & Departures (3x Stops), London Bus (3x stops) & UK Rail (3x Stops) - 101+ screens - Annual Licence",,,1YR-TRV-DASH-LDN-100+,,01t3z00000CV5lzAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-TRV-DASH-LDN-100+,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5m0AAD,Yes,005N1000006UI0rIAG,,,,,,,,Financial Dashboard - Stock Market & Currency Premium Apps - 1 Screen - Annual Licence,,,1YR-FIN-DASH-01,,01t3z00000CV5m0AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FIN-DASH-01,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5m1AAD,Yes,005N1000006UI0rIAG,,,,,,,,Financial Dashboard - Stock Market & Currency Premium Apps - Up to 10 screens - Annual Licence,,,1YR-FIN-DASH-10,,01t3z00000CV5m1AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FIN-DASH-10,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
False,01t3z00000CV5m2AAD,Yes,005N1000006UI0rIAG,,,,,,,,Financial Dashboard - Stock Market & Currency Premium Apps - Up to 100 screens - Annual Licence,,,1YR-FIN-DASH-100,,01t3z00000CV5m2AAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,onemedia,onemedia,,1YR-FIN-DASH-100,,,,,1 Year Annual cost licences,,False,,,2025-09-09T15:26:29.000Z,12.0,,,,
